ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age(days)	Age(wks)	Expr1011	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	DrugDose	Drug	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg/kg formula check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	mgMeth_gMouse_day	d2-d4	d3-d5	d2-d4bias	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	TestNumber
25732	Sucrose	SUC0072	028777	B6NJ-Cyfip2-S968F<J> (GET204)	M	2023-12-05T00:00:00Z	2023-09-19T00:00:00Z	Marina_Misty	77	11		26.2999992370605	84.5	76.3000030517578	76.9000015258789	74.9000015258789	2							Days 7-9	2	Sucrose	percent													247074.162793588	028777_12/5/2023_Sucrose	028777_12/5/2023_Sucrose	yes		Kumar Lab	no	GET204	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000288973334395067	7.59999847412109	1.40000152587891	0.844444274902344	7.59999847412109	1.40000152587889	0.844444274902345	4
25562	Sucrose	SUC0072	028778	B6NJ-Cyfip2-S968F<J> (GET204)	M	2023-11-29T00:00:00Z	2023-09-19T00:00:00Z	Marina_Misty	71	10.1428571428571		25	79.8000030517578	83.6999969482422	77.3000030517578	82.4000015258789	2							Days 1-3	0	Both Drinking Water	Percent													246741.62109375	028778_11/29/2023_Sucrose	028778_11/29/2023_Sucrose	yes		Kumar Lab	no	GET204	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	2.5	1.29999542236328	0.657895505428314	2.5	1.2999954223633	0.65789552937019	1
25618	Sucrose	SUC0072	028778	B6NJ-Cyfip2-S968F<J> (GET204)	M	2023-12-01T00:00:00Z	2023-09-19T00:00:00Z	Marina_Misty	73	10.4285714285714		25.7000007629395	83.5	77.3000030517578	78.5	76.8000030517578	2							Days 3-5	0.25	Sucrose	percent													255048.63056083	028778_12/1/2023_Sucrose	028778_12/1/2023_Sucrose	yes		Kumar Lab	no	GET204	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		2.43190654259154e-05	5	0.5	0.909090936183929	5	0.5	0.909090909090909	2
25674	Sucrose	SUC0072	028778	B6NJ-Cyfip2-S968F<J> (GET204)	M	2023-12-03T00:00:00Z	2023-09-19T00:00:00Z	Marina_Misty	75	10.7142857142857		25.7000007629395	85.1999969482422	76.8000030517578	84.5	71.5	2							Do Not Use , Days 5-7	0.5	Sucrose	percent													280132.283603882	028778_12/3/2023_Sucrose	028778_12/3/2023_Sucrose	yes		Kumar Lab	no	GET204	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		6.80930863289715e-06	0.699996948242188	5.30000305175781	0.116666160523891	0.699996948242202	5.3000030517578	0.116666158040367	3
25730	Sucrose	SUC0072	028778	B6NJ-Cyfip2-S968F<J> (GET204)	M	2023-12-05T00:00:00Z	2023-09-19T00:00:00Z	Marina_Misty	77	11		26.1000003814697	84.0999984741211	71.5	77.1999969482422	70.8000030517578	2							Days 7-9	2	Sucrose	percent													248755.53396005	028778_12/5/2023_Sucrose	028778_12/5/2023_Sucrose	yes		Kumar Lab	no	GET204	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000264367870690826	6.90000152587891	0.699996948242188	0.907895147800446	6.90000152587889	0.699996948242202	0.907895119896961	4
25577	Sucrose	SUC0077	029055	B6NJ-Tppp-/- Cyfip2-S968F<J>	F	2023-11-29T00:00:00Z	2023-09-28T00:00:00Z	Marina_Misty	62	8.85714285714286		18.7999992370605	84.9000015258789	84.3000030517578	80.0999984741211	81.0999984741211	2							Days 1-3	0	Both Drinking Water	Percent													361728.21863573	029055_11/29/2023_Sucrose	029055_11/29/2023_Sucrose	yes		Kumar Lab	yes	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	4.80000305175781	3.20000457763672	0.599999785423279	4.80000305175781	3.2000045776367	0.59999980926532	1
25633	Sucrose	SUC0077	029055	B6NJ-Tppp-/- Cyfip2-S968F<J>	F	2023-12-01T00:00:00Z	2023-09-28T00:00:00Z	Marina_Misty	64	9.14285714285714		19.5	83.1999969482422	81.0999984741211	78.0999984741211	77.9000015258789	2							Days 3-5	0.25	Sucrose	percent													333226.637620192	029055_12/1/2023_Sucrose	029055_12/1/2023_Sucrose	yes		Kumar Lab	yes	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		3.26922979110327e-05	5.09999847412109	3.19999694824219	0.614457964897156	5.09999847412111	3.19999694824219	0.614457986371872	2
25689	Sucrose	SUC0077	029055	B6NJ-Tppp-/- Cyfip2-S968F<J>	F	2023-12-03T00:00:00Z	2023-09-28T00:00:00Z	Marina_Misty	66	9.42857142857143		19.1000003814697	81.3000030517578	77.9000015258789	77.4000015258789	75.5	2							Days 5-7	0.5	Sucrose	percent													329456.544058105	029055_12/3/2023_Sucrose	029055_12/3/2023_Sucrose	yes		Kumar Lab	yes	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		5.10471393715596e-05	3.90000152587891	2.40000152587891	0.619047582149506	3.90000152587889	2.40000152587891	0.619047561380265	3
25745	Sucrose	SUC0077	029055	B6NJ-Tppp-/- Cyfip2-S968F<J>	F	2023-12-05T00:00:00Z	2023-09-28T00:00:00Z	Marina_Misty	68	9.71428571428571		19.5	84.8000030517578	75.5	76.3000030517578	73.6999969482422	2							Days 7-9	2	Sucrose	percent													331807.216546474	029055_12/5/2023_Sucrose	029055_12/5/2023_Sucrose	yes		Kumar Lab	yes	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000435897435897436	8.5	1.80000305175781	0.825242459774017	8.5	1.8000030517578	0.825242473937849	4
25578	Sucrose	SUC0077	029058	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2023-11-29T00:00:00Z	2023-09-28T00:00:00Z	Marina_Misty	62	8.85714285714286		22	84.9000015258789	83.6999969482422	81.6999969482422	80.8000030517578	2							Days 1-3	0	Both Drinking Water	Percent													315287.730823864	029058_11/29/2023_Sucrose	029058_11/29/2023_Sucrose	yes		Kumar Lab	yes	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	3.20000457763672	2.89999389648438	0.524591028690338	3.2000045776367	2.8999938964844	0.524591045590018	1
25634	Sucrose	SUC0077	029058	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2023-12-01T00:00:00Z	2023-09-28T00:00:00Z	Marina_Misty	64	9.14285714285714		22.2000007629395	82.0999984741211	80.8000030517578	78.3000030517578	79.3000030517578	2							Days 3-5	0.25	Sucrose	percent													289568.916885482	029058_12/1/2023_Sucrose	029058_12/1/2023_Sucrose	yes		Kumar Lab	yes	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		2.13963698860935e-05	3.79999542236328	1.5	0.716980874538422	3.7999954223633	1.5	0.716980887630438	2
25690	Sucrose	SUC0077	029058	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2023-12-03T00:00:00Z	2023-09-28T00:00:00Z	Marina_Misty	66	9.42857142857143		22.7999992370605	82.3000030517578	79.3000030517578	78.3000030517578	77.3000030517578	2							Days 5-7	0.5	Sucrose	percent													282635.550336187	029058_12/3/2023_Sucrose	029058_12/3/2023_Sucrose	yes		Kumar Lab	yes	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		4.38596505904499e-05	4	2	0.666666686534882	4	2	0.666666666666667	3
25746	Sucrose	SUC0077	029058	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2023-12-05T00:00:00Z	2023-09-28T00:00:00Z	Marina_Misty	68	9.71428571428571		22.7999992370605	83.5	77.3000030517578	76.3000030517578	76.5	2							Days 7-9	2	Sucrose	percent													279432.039743793	029058_12/5/2023_Sucrose	029058_12/5/2023_Sucrose	yes		Kumar Lab	yes	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000315789350402208	7.19999694824219	0.800003051757813	0.899999618530273	7.1999969482422	0.800003051757798	0.899999618530275	4
25579	Sucrose	SUC0078	029426	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-11-29T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	51	7.28571428571429		16.6000003814697	83	83.3000030517578	83.9000015258789	75.5	2							Do Not Use , Negative Preference  -OG , Days 1-3	0	Both Drinking Water	Percent													419500.00212566	029426_11/29/2023_Sucrose	029426_11/29/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	-0.900001525878906	7.80000305175781	-0.130434975028038	-0.900001525878906	7.8000030517578	-0.130434974905932	1
25635	Sucrose	SUC0078	029426	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-01T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	53	7.57142857142857		16.8999996185303	84.0999984741211	75.5	78.5	74.1999969482422	2							Days 3-5	0.25	Sucrose	percent													390642.026430435	029426_12/1/2023_Sucrose	029426_12/1/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		4.14201079920505e-05	5.59999847412109	1.30000305175781	0.81159383058548	5.59999847412109	1.3000030517578	0.81159380227931	2
25691	Sucrose	SUC0078	029426	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-03T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	55	7.85714285714286		17.1000003814697	82.3000030517578	74.1999969482422	77.1999969482422	72.6999969482422	2							Days 5-7	0.5	Sucrose	percent													371553.211512131	029426_12/3/2023_Sucrose	029426_12/3/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		7.4561491078126e-05	5.10000610351563	1.5	0.772727489471436	5.1000061035156	1.5	0.772727482903235	3
25747	Sucrose	SUC0078	029426	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-05T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	57	8.14285714285714		17.6000003814697	87.3000030517578	72.6999969482422	77.1999969482422	71.6999969482422	2							Days 7-9	2	Sucrose	percent													382929.540483962	029426_12/5/2023_Sucrose	029426_12/5/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.00057386397071613	10.1000061035156	1	0.909909963607788	10.1000061035156	1	0.909909959447385	4
25580	Sucrose	SUC0078	029427	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-11-29T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	51	7.28571428571429		17.2000007629395	85.3000030517578	81.1999969482422	78.9000015258789	81.5999984741211	2							Do Not Use , Negative Preference  -OG ,Days 1-3	0	Both Drinking Water	Percent													391288.959978283	029427_11/29/2023_Sucrose	029427_11/29/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	6.40000152587891	-0.400001525878906	1.06666696071625	6.40000152587889	-0.400001525878892	1.06666692097982	1
25636	Sucrose	SUC0078	029427	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-01T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	53	7.57142857142857		16.3999996185303	83.4000015258789	81.5999984741211	79.5999984741211	78.6999969482422	2							Days 3-5	0.25	Sucrose	percent													404795.139703405	029427_12/1/2023_Sucrose	029427_12/1/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		2.89634385681952e-05	3.80000305175781	2.90000152587891	0.567164242267609	3.80000305175781	2.90000152587889	0.567164247087453	2
25692	Sucrose	SUC0078	029427	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-03T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	55	7.85714285714286		16.8999996185303	83.9000015258789	78.6999969482422	81.4000015258789	75.3000030517578	2							Days 5-7	0.5	Sucrose	percent													404110.094874232	029427_12/3/2023_Sucrose	029427_12/3/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		3.69822493554798e-05	2.5	3.39999389648438	0.423729240894318	2.5	3.3999938964844	0.423729251904762	3
25748	Sucrose	SUC0078	029427	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-05T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	57	8.14285714285714		17	83.6999969482422	75.3000030517578	75.5	74.0999984741211	2							Days 7-9	2	Sucrose	percent													371726.447610294	029427_12/5/2023_Sucrose	029427_12/5/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000482352761661305	8.19999694824219	1.20000457763672	0.872339963912964	8.1999969482422	1.2000045776367	0.872339959272028	4
25581	Sucrose	SUC0078	029429	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-11-29T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	51	7.28571428571429		17	82.6999969482422	85.6999969482422	78.8000030517578	78.4000015258789	2							Days 1-3	0	Both Drinking Water	Percent													383338.838465074	029429_11/29/2023_Sucrose	029429_11/29/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	3.89999389648438	7.29999542236328	0.34821406006813	3.8999938964844	7.2999954223633	0.348214072840353	1
25637	Sucrose	SUC0078	029429	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-01T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	53	7.57142857142857		17.5	83.5	78.4000015258789	78.6999969482422	75.9000015258789	2							Days 3-5	0.25	Sucrose	percent													375511.411830357	029429_12/1/2023_Sucrose	029429_12/1/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		3.42857360839844e-05	4.80000305175781	2.5	0.65753436088562	4.8000030517578	2.5	0.657534389742753	2
25693	Sucrose	SUC0078	029429	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-03T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	55	7.85714285714286		17.5	81.6999969482422	75.9000015258789	76.3000030517578	74.5999984741211	2							Days 5-7	0.5	Sucrose	percent													356211.997767857	029429_12/3/2023_Sucrose	029429_12/3/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		7.71427699497768e-05	5.39999389648438	1.30000305175781	0.805969595909119	5.3999938964844	1.30000305175781	0.805969605389316	3
25749	Sucrose	SUC0078	029429	B6NJ-Zfp536+/- Cyfip2-S968F<J>	F	2023-12-05T00:00:00Z	2023-10-09T00:00:00Z	Marina_Misty	57	8.14285714285714		17.6000003814697	83.8000030517578	74.5999984741211	75.5999984741211	73.4000015258789	2							Days 7-9	2	Sucrose	percent													359959.098643409	029429_12/5/2023_Sucrose	029429_12/5/2023_Sucrose	yes		Kumar Lab	yes	Zfp536	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000465909340903773	8.20000457763672	1.19999694824219	0.872340798377991	8.20000457763671	1.19999694824219	0.87234077090961	4
26244	Sucrose	SUC0082	029783	B6NJ-Slc26a10-/- Cyfip2-S968F<J>	M	2024-01-10T00:00:00Z	2023-10-20T00:00:00Z	Misty	82	11.7142857142857		27.6000003814697	81	83.5999984741211	77.6999969482422	82.8000030517578	2							Days 1-3	0	Both Drinking Water	Percent													228032.59492912	029783_1/10/2024_Sucrose	029783_1/10/2024_Sucrose	yes		Kumar Lab	yes	Slc26a10	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	3.30000305175781	0.799995422363281	0.804879069328308	3.3000030517578	0.799995422363296	0.804879092659958	1
26294	Sucrose	SUC0082	029783	B6NJ-Slc26a10-/- Cyfip2-S968F<J>	M	2024-01-12T00:00:00Z	2023-10-20T00:00:00Z	Misty	84	12		26.7000007629395	82.5999984741211	82.8000030517578	77.3000030517578	78.6999969482422	2							Days 3-5	0.25	Sucrose	percent													239137.820150602	029783_1/12/2024_Sucrose	029783_1/12/2024_Sucrose	yes		Kumar Lab	yes	Slc26a10	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		2.48127119425024e-05	5.29999542236328	4.10000610351563	0.563829183578491	5.2999954223633	4.1000061035156	0.563829208726405	2
26344	Sucrose	SUC0082	029783	B6NJ-Slc26a10-/- Cyfip2-S968F<J>	M	2024-01-14T00:00:00Z	2023-10-20T00:00:00Z	Misty	86	12.2857142857143		27.2999992370605	81.8000030517578	78.6999969482422	72.9000015258789	79.1999969482422	2							Days 5-7	0.5	Sucrose	percent													218432.981007139	029783_1/14/2024_Sucrose	029783_1/14/2024_Sucrose	yes		Kumar Lab	yes	Slc26a10	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		8.1501847752773e-05	8.90000152587891	-0.5	1.05952382087708	8.90000152587889	-0.5	1.05952379871118	3
26394	Sucrose	SUC0082	029783	B6NJ-Slc26a10-/- Cyfip2-S968F<J>	M	2024-01-16T00:00:00Z	2023-10-20T00:00:00Z	Misty	88	12.5714285714286		27.1000003814697	81.5999984741211	79.1999969482422	73.0999984741211	77.1999969482422	2							Days 7-9	2	Sucrose	percent													220109.220552491	029783_1/16/2024_Sucrose	029783_1/16/2024_Sucrose	yes		Kumar Lab	yes	Slc26a10	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000313653132116267	8.5	2	0.809523820877075	8.5	2	0.80952380952381	4
26245	Sucrose	SUC0082	029784	B6NJ-Slc26a10-/- Cyfip2-S968F<J>	M	2024-01-10T00:00:00Z	2023-10-20T00:00:00Z	Misty	82	11.7142857142857		27	82.8000030517578	82.8000030517578	81.8000030517578	81.9000015258789	2							Days 1-3	0	Both Drinking Water	Percent													250853.352864583	029784_1/10/2024_Sucrose	029784_1/10/2024_Sucrose	yes		Kumar Lab	yes	Slc26a10	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	1	0.900001525878906	0.52631539106369	1	0.900001525878892	0.52631536679289	1
26295	Sucrose	SUC0082	029784	B6NJ-Slc26a10-/- Cyfip2-S968F<J>	M	2024-01-12T00:00:00Z	2023-10-20T00:00:00Z	Misty	84	12			82.4000015258789	81.9000015258789	80.5999984741211	74.4000015258789	2							BW removed, significant outlier -OG , Days 3-5	0.25	Sucrose	percent														029784_1/12/2024_Sucrose	029784_1/12/2024_Sucrose	yes		Kumar Lab	yes	Slc26a10	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice			1.80000305175781	7.5	0.193548649549484	1.80000305175781	7.5	0.193548651730559	2
26345	Sucrose	SUC0082	029784	B6NJ-Slc26a10-/- Cyfip2-S968F<J>	M	2024-01-14T00:00:00Z	2023-10-20T00:00:00Z	Misty	86	12.2857142857143		26.3999996185303	83.0999984741211	74.4000015258789	74.4000015258789	72.5999984741211	2							Days 5-7	0.5	Sucrose	percent													234190.917653617	029784_1/14/2024_Sucrose	029784_1/14/2024_Sucrose	yes		Kumar Lab	yes	Slc26a10	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		8.23863359275924e-05	8.69999694824219	1.80000305175781	0.828571140766144	8.69999694824219	1.80000305175781	0.828571137927827	3
26395	Sucrose	SUC0082	029784	B6NJ-Slc26a10-/- Cyfip2-S968F<J>	M	2024-01-16T00:00:00Z	2023-10-20T00:00:00Z	Misty	88	12.5714285714286		26.5	83.0999984741211	72.5999984741211	72.6999969482422	68.9000015258789	2							Days 7-9	2	Sucrose	percent													227976.212411557	029784_1/16/2024_Sucrose	029784_1/16/2024_Sucrose	yes		Kumar Lab	yes	Slc26a10	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000392452887769015	10.4000015258789	3.69999694824219	0.737588822841644	10.4000015258789	3.69999694824219	0.737588840521288	4
26220	Sucrose	SUC0085	029905	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-10T00:00:00Z	2023-10-20T00:00:00Z	Misty	82	11.7142857142857		25.8999996185303	83.3000030517578	83	79.0999984741211	81.8000030517578	2							Days 1-3	0	Both Drinking Water	Percent													254402.717007121	029905_1/10/2024_Sucrose	029905_1/10/2024_Sucrose	yes		Kumar Lab	yes	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	4.20000457763672	1.19999694824219	0.777778387069702	4.2000045776367	1.1999969482422	0.777778405711304	1
26270	Sucrose	SUC0085	029905	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-12T00:00:00Z	2023-10-20T00:00:00Z	Misty	84	12		25	82.8000030517578	81.8000030517578	78	79.5999984741211	2							Days 3-5	0.25	Sucrose	percent													258336.015625	029905_1/12/2024_Sucrose	029905_1/12/2024_Sucrose	yes		Kumar Lab	yes	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		2.40000152587891e-05	4.80000305175781	2.20000457763672	0.685713946819305	4.8000030517578	2.2000045776367	0.685713974310767	2
26320	Sucrose	SUC0085	029905	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-14T00:00:00Z	2023-10-20T00:00:00Z	Misty	86	12.2857142857143		24.7999992370605	83.6999969482422	79.5999984741211	78.5	77.4000015258789	2							Days 5-7	0.5	Sucrose	percent													264937.496337198	029905_1/14/2024_Sucrose	029905_1/14/2024_Sucrose	yes		Kumar Lab	yes	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		5.24193256876338e-05	5.19999694824219	2.19999694824219	0.702702879905701	5.1999969482422	2.19999694824219	0.702702869891911	3
26370	Sucrose	SUC0085	029905	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-16T00:00:00Z	2023-10-20T00:00:00Z	Misty	88	12.5714285714286		25	84.0999984741211	77.4000015258789	75.1999969482422	75.1999969482422	2							Days 7-9	2	Sucrose	percent													252972.79296875	029905_1/16/2024_Sucrose	029905_1/16/2024_Sucrose	yes		Kumar Lab	yes	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000356000061035156	8.90000152587891	2.20000457763672	0.80180150270462	8.90000152587889	2.2000045776367	0.801801498384769	4
26221	Sucrose	SUC0085	029906	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-10T00:00:00Z	2023-10-20T00:00:00Z	Misty	82	11.7142857142857		28.7999992370605	83.5999984741211	82.5	78.6999969482422	81.4000015258789	2							Days 1-3	0	Both Drinking Water	Percent													228448.611059417	029906_1/10/2024_Sucrose	029906_1/10/2024_Sucrose	yes		Kumar Lab	yes	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	4.90000152587891	1.09999847412109	0.816666901111603	4.90000152587889	1.09999847412109	0.816666920979817	1
26271	Sucrose	SUC0085	029906	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-12T00:00:00Z	2023-10-20T00:00:00Z	Misty	84	12		28	83.5	81.4000015258789	82.1999969482422	75.4000015258789	2							Days 3-5	0.25	Sucrose	percent													245132.132393973	029906_1/12/2024_Sucrose	029906_1/12/2024_Sucrose	yes		Kumar Lab	yes	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		5.80358505249023e-06	1.30000305175781	6	0.178082540631294	1.3000030517578	6	0.178082535382607	2
26321	Sucrose	SUC0085	029906	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-14T00:00:00Z	2023-10-20T00:00:00Z	Misty	86	12.2857142857143		27.8999996185303	84.1999969482422	75.4000015258789	77.9000015258789	73.9000015258789	2							Days 5-7	0.5	Sucrose	percent													235096.049361363	029906_1/14/2024_Sucrose	029906_1/14/2024_Sucrose	yes		Kumar Lab	yes	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		5.64515726568239e-05	6.29999542236328	1.5	0.807692170143127	6.2999954223633	1.5	0.807692194831376	3
26371	Sucrose	SUC0085	029906	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-16T00:00:00Z	2023-10-20T00:00:00Z	Misty	88	12.5714285714286		28	84.4000015258789	73.9000015258789	76.6999969482422	72	2							Days 7-9	2	Sucrose	percent													231195.71358817	029906_1/16/2024_Sucrose	029906_1/16/2024_Sucrose	yes		Kumar Lab	yes	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0.000275000163487026	7.70000457763672	1.90000152587891	0.802083313465118	7.70000457763671	1.90000152587891	0.802083300219663	4
26234	Sucrose	SUC0080	030178	B6NJ-Pcyox1l-/- Cyfip2-S968F<J>	F	2024-01-10T00:00:00Z	2023-10-24T00:00:00Z	Misty	78	11.1428571428571		23.2999992370605	83.5	82.5999984741211	82.1999969482422	78.0999984741211	2							Days 1-3	0	Both Drinking Water	Percent													294579.396213626	030178_1/10/2024_Sucrose	030178_1/10/2024_Sucrose	yes		Kumar Lab	yes	Pcyox1l	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		0	1.30000305175781	4.5	0.224138334393501	1.3000030517578	4.5	0.22413833926584	1
26284	Sucrose	SUC0080	030178	B6NJ-Pcyox1l-/- Cyfip2-S968F<J>	F	2024-01-12T00:00:00Z	2023-10-24T00:00:00Z	Misty	80	11.4285714285714		22.7999992370605	82.9000015258789	78.0999984741211	77.5	75.9000015258789	2							Days 3-5	0.25	Sucrose	percent													281787.290130993	030178_1/12/2024_Sucrose	030178_1/12/2024_Sucrose	yes		Kumar Lab	yes	Pcyox1l	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice		2.96052725141181e-05	5.40000152587891	2.19999694824219	0.710526645183563	5.40000152587891	2.19999694824219	0.710526659217967	2
