"ID1","DataType","ExptNumber","MouseID","strainName","sex","Date","birthDate","ExptDoneBy","Age(days)","Age(wks)","Expr1011","BodyWeight","DrugBottleStartWeight","WaterBottleStartWeight","DrugBottleEndWeight","WaterBottleEndWeight","MeasureDays","d7","d8","d9","d10","d11","d12","d13","DrugDose","Drug","DoseUnits","d14","d15","d16","d17","d18","d19","d20","d21","d22","d23","d24","d25","mg/kg formula check","MouseIDDateMaster","MouseIDDateMDTStatic","MouseIDDateQC","coatColor","origin","Group","nickname","SucrosePreference","OralMethPreference","mgMeth_gMouse_day","d2-d4","d3-d5","d2-d4bias","TestNumber","DrugVolConsumed","WaterVolConsumed","DrugPreferenceScore","DrugMassConsumed","n_group_iqr","outlier_flag_DrugMassConsumed","outlier_flag_DrugPreferenceScore"
21537,"Oral methamphetamine","SUC0050","024369","B6NJ-Strn3+/- Cyfip2-S968F<J>","F",2023-09-21,2023-06-24,"Marina",89,12.7142857142857,NA,20.1000003814697,82.5999984741211,78,82.0999984741211,72.1999969482422,2,NA,NA,NA,NA,NA,NA,"Day 11-13","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337386.06130522,"024369_9/21/2023_Oral methamphetamine","024369_9/21/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Strn3",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.000995024856737718,0.5,5.80000305175781,0.079365037381649,6,0.5,5.8000030517578,0.0793650409201774,0.00099502485673772,"eligible",FALSE,FALSE
21453,"Oral methamphetamine","SUC0050","024371","B6NJ-Strn3+/- Cyfip2-S968F<J>","F",2023-09-11,2023-06-24,"Marina",79,11.2857142857143,NA,17.6000003814697,83.3000030517578,83.1999969482422,82.1999969482422,78.1999969482422,2,NA,NA,NA,NA,NA,NA,"Day 1-3","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389048.841887196,"024371_9/11/2023_Oral methamphetamine","024371_9/11/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Strn3",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00062500345436002,1.10000610351563,5,0.18032868206501,1,1.1000061035156,5,0.180328688996169,0.000625003454360005,"eligible",FALSE,FALSE
21470,"Oral methamphetamine","SUC0050","024371","B6NJ-Strn3+/- Cyfip2-S968F<J>","F",2023-09-13,2023-06-24,"Marina",81,11.5714285714286,NA,18.2999992370605,82.1999969482422,78.1999969482422,79.0999984741211,75.8000030517578,2,NA,NA,NA,NA,NA,NA,"Day 3-5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355301.628542275,"024371_9/13/2023_Oral methamphetamine","024371_9/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Strn3",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00169398830784817,3.09999847412109,2.39999389648438,0.563636839389801,2,3.09999847412111,2.3999938964844,0.56363686805984,0.00169398830784818,"eligible",FALSE,FALSE
21487,"Oral methamphetamine","SUC0050","024371","B6NJ-Strn3+/- Cyfip2-S968F<J>","F",2023-09-15,2023-06-24,"Marina",83,11.8571428571429,NA,17.7999992370605,82.3000030517578,75.8000030517578,80.1999969482422,70.6999969482422,2,NA,NA,NA,NA,NA,NA,"Day 5-7","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370812.373249713,"024371_9/15/2023_Oral methamphetamine","024371_9/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Strn3",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00235955752081528,2.10000610351563,5.10000610351563,0.291667014360428,3,2.1000061035156,5.1000061035156,0.291667019878776,0.00235955752081526,"eligible",FALSE,FALSE
21504,"Oral methamphetamine","SUC0050","024371","B6NJ-Strn3+/- Cyfip2-S968F<J>","F",2023-09-17,2023-06-24,"Marina",85,12.1428571428571,NA,18.5,80.1999969482422,70.6999969482422,78.5999984741211,67.5999984741211,2,NA,NA,NA,NA,NA,NA,"Day 7-9","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340741.606841216,"024371_9/17/2023_Oral methamphetamine","024371_9/17/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Strn3",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00172972808013091,1.59999847412109,3.09999847412109,0.340425431728363,4,1.59999847412111,3.09999847412111,0.340425428301502,0.00172972808013093,"eligible",FALSE,FALSE
21521,"Oral methamphetamine","SUC0050","024371","B6NJ-Strn3+/- Cyfip2-S968F<J>","F",2023-09-19,2023-06-24,"Marina",87,12.4285714285714,NA,18.3999996185303,82.4000015258789,82.9000015258789,81.3000030517578,78.5999984741211,2,NA,NA,NA,NA,NA,NA,"Day 9-11","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364082.649149742,"024371_9/19/2023_Oral methamphetamine","024371_9/19/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Strn3",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.0023913010802746,1.09999847412109,4.30000305175781,0.203703358769417,5,1.09999847412111,4.30000305175781,0.203703363573044,0.00239130108027463,"eligible",FALSE,FALSE
21538,"Oral methamphetamine","SUC0050","024371","B6NJ-Strn3+/- Cyfip2-S968F<J>","F",2023-09-21,2023-06-24,"Marina",89,12.7142857142857,NA,18.5,81.3000030517578,78.5999984741211,79.1999969482422,75.0999984741211,2,NA,NA,NA,NA,NA,NA,"Day 11-13","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348051.889780405,"024371_9/21/2023_Oral methamphetamine","024371_9/21/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Strn3",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00454055373733108,2.10000610351563,3.5,0.375000685453415,6,2.1000061035156,3.5,0.375000681195195,0.00454055373733102,"eligible",FALSE,FALSE
21458,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J>","F",2023-09-11,2023-06-25,"Marina",78,11.1428571428571,NA,22.1000003814697,83.1999969482422,85.5999984741211,78.5,83.4000015258789,2,NA,NA,NA,NA,NA,NA,"Day 1-3","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295529.393407047,"024684_9/11/2023_Oral methamphetamine","024684_9/11/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Rap2b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00212669541498425,4.69999694824219,2.19999694824219,0.681159555912018,1,4.6999969482422,2.19999694824219,0.68115958053773,0.00212669541498426,"eligible",FALSE,FALSE
21475,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J>","F",2023-09-13,2023-06-25,"Marina",80,11.4285714285714,NA,23.1000003814697,78.5,83.4000015258789,76.6999969482422,79.9000015258789,2,NA,NA,NA,NA,NA,NA,"Day 3-5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260647.16916027,"024684_9/13/2023_Oral methamphetamine","024684_9/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Rap2b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.000779222087460108,1.80000305175781,3.5,0.339623034000397,2,1.8000030517578,3.5,0.339623021756716,0.000779222087460103,"eligible",FALSE,FALSE
21492,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J>","F",2023-09-15,2023-06-25,"Marina",82,11.7142857142857,NA,21.7000007629395,82.5999984741211,79.9000015258789,81.5999984741211,74.5,2,NA,NA,NA,NA,NA,NA,"Day 5-7","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310606.425391468,"024684_9/15/2023_Oral methamphetamine","024684_9/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Rap2b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.000921658953770969,1,5.40000152587891,0.156249970197678,3,1,5.40000152587891,0.156249962747106,0.000921658953770967,"eligible",FALSE,FALSE
21509,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J>","F",2023-09-17,2023-06-25,"Marina",84,12,NA,22.2000007629395,81.5999984741211,74.5,80.1999969482422,70.4000015258789,2,NA,NA,NA,NA,NA,NA,"Day 7-9","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294789.171140201,"024684_9/17/2023_Oral methamphetamine","024684_9/17/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Rap2b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00126126259258158,1.40000152587891,4.09999847412109,0.254545718431473,4,1.40000152587889,4.09999847412109,0.254545731977981,0.00126126259258157,"eligible",FALSE,FALSE
21526,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J>","F",2023-09-19,2023-06-25,"Marina",86,12.2857142857143,NA,21.2000007629395,84.6999969482422,82.8000030517578,83.5,77.3000030517578,2,NA,NA,NA,NA,NA,NA,"Day 9-11","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333606.106250471,"024684_9/19/2023_Oral methamphetamine","024684_9/19/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Rap2b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00226414510388122,1.19999694824219,5.5,0.1791041046381,5,1.1999969482422,5.5,0.179104103705156,0.00226414510388124,"eligible",FALSE,FALSE
21543,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J>","F",2023-09-21,2023-06-25,"Marina",88,12.5714285714286,NA,21.7000007629395,83.5,77.3000030517578,82.8000030517578,72,2,NA,NA,NA,NA,NA,NA,"Day 11-13","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318608.29722995,"024684_9/21/2023_Oral methamphetamine","024684_9/21/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Rap2b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00129031690991953,0.699996948242188,5.30000305175781,0.116666160523891,6,0.699996948242202,5.3000030517578,0.116666158040367,0.00129031690991955,"eligible",FALSE,FALSE
21455,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-11,2023-06-20,"Marina",83,11.8571428571429,NA,23.2999992370605,83.4000015258789,81.5999984741211,81.8000030517578,78.3000030517578,2,NA,NA,NA,NA,NA,NA,"Day 1-3","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292794.88535852,"024696_9/11/2023_Oral methamphetamine","024696_9/11/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.000686694646571561,1.59999847412109,3.29999542236328,0.326530694961548,1,1.59999847412111,3.2999954223633,0.326530707572729,0.000686694646571569,"eligible",FALSE,FALSE
21472,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-13,2023-06-20,"Marina",85,12.1428571428571,NA,23.2000007629395,81.8000030517578,78.3000030517578,78.5,76.4000015258789,2,NA,NA,NA,NA,NA,NA,"Day 3-5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276780.175939751,"024696_9/13/2023_Oral methamphetamine","024696_9/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00142241506173972,3.30000305175781,1.90000152587891,0.634615421295166,2,3.3000030517578,1.90000152587889,0.634615412830577,0.00142241506173971,"eligible",FALSE,FALSE
21489,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-15,2023-06-20,"Marina",87,12.4285714285714,NA,23,83.3000030517578,76.4000015258789,80,74.5999984741211,2,NA,NA,NA,NA,NA,NA,"Day 5-7","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289739.130434783,"024696_9/15/2023_Oral methamphetamine","024696_9/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00286956787109375,3.30000305175781,1.80000305175781,0.647058665752411,3,3.3000030517578,1.80000305175781,0.647058647534361,0.00286956787109374,"eligible",FALSE,FALSE
21506,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-17,2023-06-20,"Marina",89,12.7142857142857,NA,23.2000007629395,80,74.5999984741211,77.4000015258789,70.5,2,NA,NA,NA,NA,NA,NA,"Day 7-9","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266896.542947159,"024696_9/17/2023_Oral methamphetamine","024696_9/17/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00224137792122354,2.59999847412109,4.09999847412109,0.38805964589119,4,2.59999847412109,4.09999847412109,0.388059650505248,0.00224137792122354,"eligible",FALSE,FALSE
21523,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-19,2023-06-20,"Marina",91,13,NA,23.6000003814697,84.1999969482422,84.6999969482422,82.8000030517578,80,2,NA,NA,NA,NA,NA,NA,"Day 9-11","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295413.544615834,"024696_9/19/2023_Oral methamphetamine","024696_9/19/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00237287097263545,1.39999389648438,4.69999694824219,0.22950753569603,5,1.3999938964844,4.6999969482422,0.229507540604702,0.0023728709726355,"eligible",FALSE,FALSE
21540,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-21,2023-06-20,"Marina",93,13.2857142857143,NA,23.8999996185303,82.8000030517578,80,82.1999969482422,75,2,NA,NA,NA,NA,NA,NA,"Day 11-13","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284776.580120655,"024696_9/21/2023_Oral methamphetamine","024696_9/21/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00100419433153534,0.600006103515625,5,0.107143826782703,6,0.600006103515597,5,0.10714383027885,0.0010041943315353,"eligible",FALSE,FALSE
21456,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-11,2023-06-24,"Marina",79,11.2857142857143,NA,25.3999996185303,82.5,83.1999969482422,81.3000030517578,76.8000030517578,2,NA,NA,NA,NA,NA,NA,"Day 1-3","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264064.983819451,"024807_9/11/2023_Oral methamphetamine","024807_9/11/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.000472439750497769,1.19999694824219,6.39999389648438,0.157894521951675,1,1.1999969482422,6.3999938964844,0.157894525501283,0.000472439750497774,"eligible",FALSE,FALSE
21473,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-13,2023-06-24,"Marina",81,11.5714285714286,NA,25.6000003814697,81.3000030517578,76.8000030517578,77.9000015258789,72.5,2,NA,NA,NA,NA,NA,NA,"Day 3-5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247393.375524977,"024807_9/13/2023_Oral methamphetamine","024807_9/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00132812557625583,3.40000152587891,4.30000305175781,0.441558390855789,2,3.40000152587889,4.3000030517578,0.441558377218839,0.00132812557625583,"eligible",FALSE,FALSE
21490,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-15,2023-06-24,"Marina",83,11.8571428571429,NA,25.7999992370605,81.3000030517578,72.5,78.5,66.8000030517578,2,NA,NA,NA,NA,NA,NA,"Day 5-7","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247366.297740088,"024807_9/15/2023_Oral methamphetamine","024807_9/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00217054506554848,2.80000305175781,5.69999694824219,0.329412132501602,3,2.8000030517578,5.6999969482422,0.329412123736212,0.00217054506554847,"eligible",FALSE,FALSE
21507,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-17,2023-06-24,"Marina",85,12.1428571428571,NA,25.8999996185303,78.5,83.0999984741211,76.6999969482422,76.6999969482422,2,NA,NA,NA,NA,NA,NA,"Day 7-9","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232469.104081513,"024807_9/17/2023_Oral methamphetamine","024807_9/17/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.0013899637670033,1.80000305175781,6.40000152587891,0.219512447714806,4,1.8000030517578,6.40000152587889,0.21951244474507,0.00138996376700328,"eligible",FALSE,FALSE
21524,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-19,2023-06-24,"Marina",87,12.4285714285714,NA,26,81.3000030517578,84.1999969482422,76.9000015258789,82.0999984741211,2,NA,NA,NA,NA,NA,NA,"Day 9-11","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240460.392878606,"024807_9/19/2023_Oral methamphetamine","024807_9/19/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00676923311673678,4.40000152587891,2.09999847412109,0.676923334598541,5,4.40000152587889,2.09999847412111,0.676923311673676,0.00676923311673676,"eligible",FALSE,FALSE
21541,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J>","M",2023-09-21,2023-06-24,"Marina",89,12.7142857142857,NA,25.1000003814697,76.9000015258789,82.0999984741211,74.9000015258789,75.4000015258789,2,NA,NA,NA,NA,NA,NA,"Day 11-13","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229474.500838891,"024807_9/21/2023_Oral methamphetamine","024807_9/21/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Bcl11b",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00318725094757611,2,6.69999694824219,0.229885131120682,6,2,6.69999694824219,0.229885138109628,0.00318725094757611,"eligible",FALSE,FALSE
21450,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J>","M",2023-09-11,2023-06-24,"Marina",79,11.2857142857143,NA,25,81.3000030517578,83.4000015258789,79.9000015258789,77.6999969482422,2,NA,NA,NA,NA,NA,NA,"Day 1-3","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259834.82421875,"024834_9/11/2023_Oral methamphetamine","024834_9/11/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Ptpru",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.000560000610351563,1.40000152587891,5.70000457763672,0.197183147072792,1,1.40000152587889,5.7000045776367,0.197183143995563,0.000560000610351557,"eligible",FALSE,FALSE
21467,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J>","M",2023-09-13,2023-06-24,"Marina",81,11.5714285714286,NA,25.2999992370605,79.9000015258789,77.6999969482422,74.8000030517578,76.0999984741211,2,NA,NA,NA,NA,NA,NA,"Day 3-5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236226.114151728,"024834_9/13/2023_Oral methamphetamine","024834_9/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Ptpru",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00201580973435382,5.09999847412109,1.59999847412109,0.761194169521332,2,5.09999847412111,1.59999847412111,0.761194148821086,0.00201580973435383,"eligible",FALSE,FALSE
21484,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J>","M",2023-09-15,2023-06-24,"Marina",83,11.8571428571429,NA,25,82.5,76.0999984741211,80.1999969482422,71.4000015258789,2,NA,NA,NA,NA,NA,NA,"Day 5-7","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264659.98046875,"024834_9/15/2023_Oral methamphetamine","024834_9/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Ptpru",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00184000244140625,2.30000305175781,4.69999694824219,0.328571856021881,3,2.3000030517578,4.69999694824219,0.328571864536829,0.00184000244140624,"eligible",FALSE,FALSE
21501,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J>","M",2023-09-17,2023-06-24,"Marina",85,12.1428571428571,NA,25.2999992370605,80.1999969482422,71.4000015258789,75.8000030517578,70.1999969482422,2,NA,NA,NA,NA,NA,NA,"Day 7-9","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240283.017374363,"024834_9/17/2023_Oral methamphetamine","024834_9/17/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Ptpru",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00347825614954096,4.39999389648438,1.20000457763672,0.78571343421936,4,4.3999938964844,1.2000045776367,0.785713409890698,0.00347825614954099,"eligible",FALSE,TRUE
21518,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J>","M",2023-09-19,2023-06-24,"Marina",87,12.4285714285714,NA,24.2999992370605,81.8000030517578,84.1999969482422,80.6999969482422,78.4000015258789,2,NA,NA,NA,NA,NA,NA,"Day 9-11","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271656.789007518,"024834_9/19/2023_Oral methamphetamine","024834_9/19/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Ptpru",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00181070969226695,1.10000610351563,5.79999542236328,0.159421145915985,5,1.1000061035156,5.7999954223633,0.159421139167862,0.00181070969226691,"eligible",FALSE,FALSE
21535,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J>","M",2023-09-21,2023-06-24,"Marina",89,12.7142857142857,NA,25.1000003814697,80.6999969482422,78.4000015258789,77,77.1999969482422,2,NA,NA,NA,NA,NA,NA,"Day 11-13","80","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247565.729398602,"024834_9/21/2023_Oral methamphetamine","024834_9/21/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Ptpru",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.00589640938965681,3.69999694824219,1.20000457763672,0.755101203918457,6,3.6999969482422,1.2000045776367,0.755101182867191,0.00589640938965683,"eligible",TRUE,TRUE
21451,"Oral methamphetamine","SUC0051","024835","B6NJ-Ptpru-/- Cyfip2-S968F<J>","M",2023-09-11,2023-06-24,"Marina",79,11.2857142857143,NA,26.8999996185303,80.9000015258789,81.9000015258789,78.4000015258789,79.3000030517578,2,NA,NA,NA,NA,NA,NA,"Day 1-3","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235782.905150104,"024835_9/11/2023_Oral methamphetamine","024835_9/11/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Ptpru",NA,"OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days",0.000929368042919174,2.5,2.59999847412109,0.490196228027344,1,2.5,2.59999847412111,0.490196225094132,0.000929368042919173,"eligible",FALSE,FALSE
