ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age(days)	Age(wks)	Expr1011	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	DrugDose	Drug	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg/kg formula check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	mgMeth_gMouse_day	d2-d4	d3-d5	d2-d4bias	TestNumber	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	DrugMassConsumed
26950	Oral methamphetamine	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2024-01-22T00:00:00Z	2023-10-24T00:00:00Z	Misty	90	12.8571428571429		25.8999996185303	82.0999984741211	82.0999984741211	78	81.4000015258789	2							Days 1-3	20	methamphetamine drinking	mg_L													247250.961351593	030296_1/22/2024_Oral methamphetamine	030296_1/22/2024_Oral methamphetamine	yes		Kumar Lab	yes	Tppp		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00158301101718462	4.09999847412109	0.699996948242188	0.85416716337204	1	4.09999847412109	0.699996948242188	0.854167163372514	0.00158301101718462
27000	Oral methamphetamine	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2024-01-24T00:00:00Z	2023-10-24T00:00:00Z	Misty	92	13.1428571428571		29.1000003814697	78	81.4000015258789	77.0999984741211	80	2							Days 3-5	20	methamphetamine drinking	mg_L													206659.784393576	030296_1/24/2024_Oral methamphetamine	030296_1/24/2024_Oral methamphetamine	yes		Kumar Lab	yes	Tppp		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.000309278870818163	0.900001525878906	1.40000152587891	0.391304492950439	2	0.900001525878906	1.40000152587891	0.391304492048855	0.000309278870818163
27050	Oral methamphetamine	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2024-01-26T00:00:00Z	2023-10-24T00:00:00Z	Misty	94	13.4285714285714		26.1000003814697	84.0999984741211	86.8000030517578	79.3000030517578	79.5	2							Days 5-7	40	methamphetamine drinking	mg_L													255522.232705738	030296_1/26/2024_Oral methamphetamine	030296_1/26/2024_Oral methamphetamine	yes		Kumar Lab	yes	Tppp		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00367815735801379	4.79999542236328	7.30000305175781	0.396693885326386	3	4.7999954223633	7.3000030517578	0.396693886584308	0.00367815735801381
27100	Oral methamphetamine	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2024-01-28T00:00:00Z	2023-10-24T00:00:00Z	Misty	96	13.7142857142857		26.2000007629395	79.3000030517578	79.5	76.4000015258789	76.5999984741211	2							Days 7-9	40	methamphetamine drinking	mg_L													231241.234022498	030296_1/28/2024_Oral methamphetamine	030296_1/28/2024_Oral methamphetamine	yes		Kumar Lab	yes	Tppp		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00221374155834456	2.90000152587891	2.90000152587891	0.5	4	2.90000152587889	2.90000152587891	0.499999999999999	0.00221374155834454
27150	Oral methamphetamine	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2024-01-30T00:00:00Z	2023-10-24T00:00:00Z	Misty	98	14		26.2999992370605	81.3000030517578	76.5999984741211	79.9000015258789	72.5999984741211	2							Days 9-11	80	methamphetamine drinking	mg_L													246991.284939473	030296_1/30/2024_Oral methamphetamine	030296_1/30/2024_Oral methamphetamine	yes		Kumar Lab	yes	Tppp		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.0021292799490368	1.40000152587891	4	0.259259462356567	5	1.40000152587889	4	0.259259468570434	0.00212927994903679
27200	Oral methamphetamine	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J>	M	2024-02-01T00:00:00Z	2023-10-24T00:00:00Z	Misty	100	14.2857142857143		26	79.9000015258789	72.5999984741211	79.1999969482422	67.6999969482422	2							Days 11-13	80	methamphetamine drinking	mg_L													243387.6953125	030296_2/1/2024_Oral methamphetamine	030296_2/1/2024_Oral methamphetamine	yes		Kumar Lab	yes	Tppp		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00107693011944111	0.700004577636719	4.90000152587891	0.125000685453415	6	0.700004577636705	4.90000152587889	0.125000681195196	0.00107693011944108
26903	Oral methamphetamine	SUC0085A	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-22T00:00:00Z	2023-10-27T00:00:00Z	Misty	87	12.4285714285714		27.1000003814697	82.9000015258789	85.0999984741211	78	82.6999969482422	2							Days 1-3	20	methamphetamine drinking	mg_L													238605.169900068	030326_1/22/2024_Oral methamphetamine	030326_1/22/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00180811861878401	4.90000152587891	2.40000152587891	0.67123281955719	1	4.90000152587891	2.40000152587889	0.671232805128625	0.00180811861878401
26953	Oral methamphetamine	SUC0085A	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-24T00:00:00Z	2023-10-27T00:00:00Z	Misty	89	12.7142857142857		27	78	82.6999969482422	75.5	78.1999969482422	2							Days 3-5	20	methamphetamine drinking	mg_L													218111.111111111	030326_1/24/2024_Oral methamphetamine	030326_1/24/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.000925925925925926	2.5	4.5	0.357142865657806	2	2.5	4.5	0.357142857142857	0.000925925925925926
27003	Oral methamphetamine	SUC0085A	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-26T00:00:00Z	2023-10-27T00:00:00Z	Misty	91	13		27.3999996185303	83.1999969482422	83.8000030517578	80.1999969482422	80.5999984741211	2							Days 5-7	40	methamphetamine drinking	mg_L													243526.997858966	030326_1/26/2024_Oral methamphetamine	030326_1/26/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.0021897810523845	3	3.20000457763672	0.483870595693588	3	3	3.2000045776367	0.483870610486473	0.00218978105238449
27053	Oral methamphetamine	SUC0085A	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-28T00:00:00Z	2023-10-27T00:00:00Z	Misty	93	13.2857142857143		27.2000007629395	80.1999969482422	80.5999984741211	79.0999984741211	74.5	2							Days 7-9	40	methamphetamine drinking	mg_L													233228.663466154	030326_1/28/2024_Oral methamphetamine	030326_1/28/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.000808822384755124	1.09999847412109	6.09999847412109	0.152777627110481	4	1.09999847412111	6.09999847412109	0.152777630605755	0.000808822384755133
27103	Oral methamphetamine	SUC0085A	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-30T00:00:00Z	2023-10-27T00:00:00Z	Misty	95	13.5714285714286		28.1000003814697	83.9000015258789	74.5	82.9000015258789	68.5	2							Days 9-11	80	methamphetamine drinking	mg_L													247519.927550619	030326_1/30/2024_Oral methamphetamine	030326_1/30/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00142348752515952	1	6	0.142857149243355	5	1	6	0.142857142857143	0.00142348752515952
27153	Oral methamphetamine	SUC0085A	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-02-01T00:00:00Z	2023-10-27T00:00:00Z	Misty	97	13.8571428571429		29.3999996185303	82.9000015258789	68.5	82	61.4000015258789	2							Days 11-13	80	methamphetamine drinking	mg_L													231217.70003984	030326_2/1/2024_Oral methamphetamine	030326_2/1/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00122449188783207	0.900001525878906	7.09999847412109	0.112500190734863	6	0.900001525878906	7.0999984741211	0.112500190734863	0.00122449188783207
26904	Oral methamphetamine	SUC0085A	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-22T00:00:00Z	2023-10-29T00:00:00Z	Misty	85	12.1428571428571		27.7000007629395	84.1999969482422	83.1999969482422	79.1999969482422	82.3000030517578	2							Days 1-3	20	methamphetamine drinking	mg_L													240745.107031175	030329_1/22/2024_Oral methamphetamine	030329_1/22/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00180505410190805	5	0.899993896484375	0.847458481788635	1	5	0.899993896484403	0.847458503809525	0.00180505410190805
26954	Oral methamphetamine	SUC0085A	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-24T00:00:00Z	2023-10-29T00:00:00Z	Misty	87	12.4285714285714		28.2000007629395	79.1999969482422	82.3000030517578	74.8000030517578	81.0999984741211	2							Days 3-5	20	methamphetamine drinking	mg_L													210076.595601925	030329_1/24/2024_Oral methamphetamine	030329_1/24/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00156028148136324	4.39999389648438	1.20000457763672	0.78571343421936	2	4.3999938964844	1.2000045776367	0.785713409890698	0.00156028148136325
27004	Oral methamphetamine	SUC0085A	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-26T00:00:00Z	2023-10-29T00:00:00Z	Misty	89	12.7142857142857		28.2999992370605	83.8000030517578	83.8000030517578	82.5999984741211	80	2							Days 5-7	40	methamphetamine drinking	mg_L													244589.401746269	030329_1/26/2024_Oral methamphetamine	030329_1/26/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.000848059795044263	1.20000457763672	3.80000305175781	0.240000545978546	3	1.2000045776367	3.8000030517578	0.240000549315567	0.000848059795044255
27054	Oral methamphetamine	SUC0085A	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-28T00:00:00Z	2023-10-29T00:00:00Z	Misty	91	13		28.2999992370605	82.5999984741211	80	80.1999969482422	76.5999984741211	2							Days 7-9	40	methamphetamine drinking	mg_L													234081.968545596	030329_1/28/2024_Oral methamphetamine	030329_1/28/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00169611419829013	2.40000152587891	3.40000152587891	0.41379314661026	4	2.40000152587889	3.40000152587891	0.413793148807314	0.00169611419829012
27104	Oral methamphetamine	SUC0085A	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-30T00:00:00Z	2023-10-29T00:00:00Z	Misty	93	13.2857142857143		29.3999996185303	82.8000030517578	76.5999984741211	81.9000015258789	71.5	2							Days 9-11	80	methamphetamine drinking	mg_L													230657.156479208	030329_1/30/2024_Oral methamphetamine	030329_1/30/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00122449188783207	0.900001525878906	5.09999847412109	0.150000259280205	5	0.900001525878892	5.09999847412109	0.150000254313149	0.00122449188783205
27154	Oral methamphetamine	SUC0085A	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-02-01T00:00:00Z	2023-10-29T00:00:00Z	Misty	95	13.5714285714286		29	81.9000015258789	71.5	81.0999984741211	66.9000015258789	2							Days 11-13	80	methamphetamine drinking	mg_L													229037.580818966	030329_2/1/2024_Oral methamphetamine	030329_2/1/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00110345248518319	0.800003051757813	4.59999847412109	0.14814867079258	6	0.800003051757813	4.59999847412109	0.148148671426089	0.00110345248518319
26905	Oral methamphetamine	SUC0085A	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-22T00:00:00Z	2023-10-29T00:00:00Z	Misty	85	12.1428571428571		20.2000007629395	83.5999984741211	83	78.6999969482422	82.4000015258789	2							Days 1-3	20	methamphetamine drinking	mg_L													325708.889887257	030330_1/22/2024_Oral methamphetamine	030330_1/22/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00242574323802445	4.90000152587891	0.599998474121094	0.890909373760223	1	4.90000152587889	0.599998474121094	0.890909368341619	0.00242574323802444
26955	Oral methamphetamine	SUC0085A	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-24T00:00:00Z	2023-10-29T00:00:00Z	Misty	87	12.4285714285714		20.8999996185303	78.6999969482422	82.4000015258789	74.5999984741211	81.5	2							Days 3-5	20	methamphetamine drinking	mg_L													280910.030545869	030330_1/24/2024_Oral methamphetamine	030330_1/24/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.0019617217937583	4.09999847412109	0.900001525878906	0.819999694824219	2	4.09999847412111	0.900001525878906	0.819999694824219	0.0019617217937583
27005	Oral methamphetamine	SUC0085A	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-26T00:00:00Z	2023-10-29T00:00:00Z	Misty	89	12.7142857142857		19.7000007629395	82.8000030517578	83.8000030517578	79.3000030517578	82.8000030517578	2							Days 5-7	40	methamphetamine drinking	mg_L													333301.536703292	030330_1/26/2024_Oral methamphetamine	030330_1/26/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.003553299354774	3.5	1	0.777777791023254	3	3.5	1	0.777777777777778	0.00355329935477399
27055	Oral methamphetamine	SUC0085A	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-28T00:00:00Z	2023-10-29T00:00:00Z	Misty	91	13		20	79.3000030517578	82.8000030517578	74.5	82.1999969482422	2							Days 7-9	40	methamphetamine drinking	mg_L													295392.504882813	030330_1/28/2024_Oral methamphetamine	030330_1/28/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00480000305175781	4.80000305175781	0.600006103515625	0.888887941837311	4	4.8000030517578	0.600006103515597	0.888887946989931	0.0048000030517578
27105	Oral methamphetamine	SUC0085A	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-30T00:00:00Z	2023-10-29T00:00:00Z	Misty	93	13.2857142857143		19.5	83.6999969482422	82.1999969482422	80.5999984741211	81.6999969482422	2							Days 9-11	80	methamphetamine drinking	mg_L													345959.985977564	030330_1/30/2024_Oral methamphetamine	030330_1/30/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00635897122896635	3.09999847412109	0.5	0.861111044883728	5	3.09999847412111	0.5	0.861111052242302	0.00635897122896638
27155	Oral methamphetamine	SUC0085A	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-02-01T00:00:00Z	2023-10-29T00:00:00Z	Misty	95	13.5714285714286		19.1000003814697	80.5999984741211	81.6999969482422	76.8000030517578	81	2							Days 11-13	80	methamphetamine drinking	mg_L													324087.955732736	030330_2/1/2024_Oral methamphetamine	030330_2/1/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00795810543763115	3.79999542236328	0.699996948242188	0.844444870948792	6	3.7999954223633	0.699996948242202	0.844444858881391	0.00795810543763119
26906	Oral methamphetamine	SUC0085A	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-22T00:00:00Z	2023-10-29T00:00:00Z	Misty	85	12.1428571428571		22.3999996185303	83.3000030517578	82.1999969482422	82	77.6999969482422	2							Days 1-3	20	methamphetamine drinking	mg_L													304937.509552709	030331_1/22/2024_Oral methamphetamine	030331_1/22/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00058035851513247	1.30000305175781	4.5	0.224138334393501	1	1.3000030517578	4.5	0.22413833926584	0.000580358515132463
26956	Oral methamphetamine	SUC0085A	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-24T00:00:00Z	2023-10-29T00:00:00Z	Misty	87	12.4285714285714		23.2999992370605	82	77.6999969482422	76.8000030517578	73.8000030517578	2							Days 3-5	20	methamphetamine drinking	mg_L													270283.274844035	030331_1/24/2024_Oral methamphetamine	030331_1/24/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00223175841996216	5.19999694824219	3.89999389648438	0.571428835391998	2	5.1999969482422	3.8999938964844	0.571428810970241	0.00223175841996218
27006	Oral methamphetamine	SUC0085A	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-26T00:00:00Z	2023-10-29T00:00:00Z	Misty	89	12.7142857142857		22.5	82.8000030517578	82.8000030517578	81.3000030517578	78.5	2							Days 5-7	40	methamphetamine drinking	mg_L													299184.027777778	030331_1/26/2024_Oral methamphetamine	030331_1/26/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00133333333333333	1.5	4.30000305175781	0.25862056016922	3	1.5	4.3000030517578	0.258620553578053	0.00133333333333333
27056	Oral methamphetamine	SUC0085A	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-28T00:00:00Z	2023-10-29T00:00:00Z	Misty	91	13		23.5	81.3000030517578	78.5	79.1999969482422	73.9000015258789	2							Days 7-9	40	methamphetamine drinking	mg_L													273998.296210106	030331_1/28/2024_Oral methamphetamine	030331_1/28/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00178723923703457	2.10000610351563	4.59999847412109	0.313433527946472	4	2.1000061035156	4.59999847412109	0.313433532646382	0.00178723923703455
27106	Oral methamphetamine	SUC0085A	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-01-30T00:00:00Z	2023-10-29T00:00:00Z	Misty	93	13.2857142857143		24.7000007629395	83	73.9000015258789	81.5	69.1999969482422	2							Days 9-11	80	methamphetamine drinking	mg_L													273866.388301884	030331_1/30/2024_Oral methamphetamine	030331_1/30/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.0024291497225387	1.5	4.70000457763672	0.241935297846794	5	1.5	4.70000457763671	0.241935305243237	0.00242914972253869
27156	Oral methamphetamine	SUC0085A	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	F	2024-02-01T00:00:00Z	2023-10-29T00:00:00Z	Misty	95	13.5714285714286		23.2999992370605	81.5	69.1999969482422	80	63.4000015258789	2							Days 11-13	80	methamphetamine drinking	mg_L													279828.335343008	030331_2/1/2024_Oral methamphetamine	030331_2/1/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00257510738045713	1.5	5.79999542236328	0.205479577183723	6	1.5	5.7999954223633	0.205479580905599	0.00257510738045713
26907	Oral methamphetamine	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-22T00:00:00Z	2023-10-29T00:00:00Z	Misty	85	12.1428571428571		27.7999992370605	82.6999969482422	83.4000015258789	80	79.0999984741211	2							Days 1-3	20	methamphetamine drinking	mg_L													237985.618042037	030332_1/22/2024_Oral methamphetamine	030332_1/22/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.000971221950482209	2.69999694824219	4.30000305175781	0.385713845491409	1	2.6999969482422	4.30000305175781	0.385713849748885	0.000971221950482216
26957	Oral methamphetamine	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-24T00:00:00Z	2023-10-29T00:00:00Z	Misty	87	12.4285714285714		27.6000003814697	80	79.0999984741211	72.4000015258789	77.6999969482422	2							Days 3-5	20	methamphetamine drinking	mg_L													209855.069563284	030332_1/24/2024_Oral methamphetamine	030332_1/24/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00275362259749229	7.59999847412109	1.40000152587891	0.844444274902344	2	7.59999847412109	1.40000152587889	0.844444274902345	0.0027536225974923
27007	Oral methamphetamine	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-26T00:00:00Z	2023-10-29T00:00:00Z	Misty	89	12.7142857142857		28.2999992370605	86	84.0999984741211	83.1999969482422	77	2							Days 5-7	40	methamphetamine drinking	mg_L													252833.918725379	030332_1/26/2024_Oral methamphetamine	030332_1/26/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00197880079663821	2.80000305175781	7.09999847412109	0.282828539609909	3	2.8000030517578	7.09999847412109	0.282828547494514	0.00197880079663821
27057	Oral methamphetamine	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-28T00:00:00Z	2023-10-29T00:00:00Z	Misty	91	13		27.7999992370605	83.1999969482422	77	77.9000015258789	75.5999984741211	2							Days 7-9	40	methamphetamine drinking	mg_L													233139.567015382	030332_1/28/2024_Oral methamphetamine	030332_1/28/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00381294645166593	5.29999542236328	1.40000152587891	0.791044473648071	4	5.2999954223633	1.40000152587891	0.791044453199907	0.00381294645166595
27107	Oral methamphetamine	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-30T00:00:00Z	2023-10-29T00:00:00Z	Misty	93	13.2857142857143		29	84.4000015258789	75.5999984741211	83.5	68.5	2							Days 9-11	80	methamphetamine drinking	mg_L													243013.789735991	030332_1/30/2024_Oral methamphetamine	030332_1/30/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00124138141500539	0.900001525878906	7.09999847412109	0.112500190734863	5	0.900001525878906	7.09999847412109	0.112500190734863	0.00124138141500539
27157	Oral methamphetamine	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-02-01T00:00:00Z	2023-10-29T00:00:00Z	Misty	95	13.5714285714286		27.3999996185303	83.5	68.5	78.3000030517578	66.0999984741211	2							Days 11-13	80	methamphetamine drinking	mg_L													238614.977517998	030332_2/1/2024_Oral methamphetamine	030332_2/1/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00759123652647863	5.19999694824219	2.40000152587891	0.684210240840912	6	5.1999969482422	2.40000152587891	0.684210262140026	0.00759123652647864
26908	Oral methamphetamine	SUC0085	030336	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-22T00:00:00Z	2023-10-28T00:00:00Z	Misty	86	12.2857142857143		27.8999996185303	83.5	85.1999969482422	76.3000030517578	83.5	2							Days 1-3	20	methamphetamine drinking	mg_L													228353.060217868	030336_1/22/2024_Oral methamphetamine	030336_1/22/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00258064410275482	7.19999694824219	1.69999694824219	0.808988988399506	1	7.1999969482422	1.6999969482422	0.808988975945959	0.00258064410275482
26958	Oral methamphetamine	SUC0085	030336	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-24T00:00:00Z	2023-10-28T00:00:00Z	Misty	88	12.5714285714286		27.7999992370605	76.3000030517578	83.5	68.5	82.3000030517578	2							Days 3-5	20	methamphetamine drinking	mg_L													188005.411381493	030336_1/24/2024_Oral methamphetamine	030336_1/24/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00280575657043887	7.80000305175781	1.19999694824219	0.866667032241821	2	7.8000030517578	1.1999969482422	0.866667005750866	0.00280575657043887
27008	Oral methamphetamine	SUC0085	030336	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-26T00:00:00Z	2023-10-28T00:00:00Z	Misty	90	12.8571428571429		28.2000007629395	84.0999984741211	84.4000015258789	81.8000030517578	77.6999969482422	2							Days 5-7	40	methamphetamine drinking	mg_L													243949.651949466	030336_1/26/2024_Oral methamphetamine	030336_1/26/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00163120238307649	2.29999542236328	6.70000457763672	0.255555033683777	3	2.2999954223633	6.70000457763671	0.255555046929255	0.0016312023830765
27058	Oral methamphetamine	SUC0085	030336	B6NJ-Cxxc4-/- Cyfip2-S968F<J>	M	2024-01-28T00:00:00Z	2023-10-28T00:00:00Z	Misty	92	13.1428571428571		27.2000007629395	81.8000030517578	77.6999969482422	73.8000030517578	76.4000015258789	2							Days 7-9	40	methamphetamine drinking	mg_L													221942.653040531	030336_1/28/2024_Oral methamphetamine	030336_1/28/2024_Oral methamphetamine	yes		Kumar Lab	yes	Cxxc4		OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2 days	0.00588235277618092	8	1.29999542236328	0.860215485095978	4	8	1.2999954223633	0.860215477177843	0.00588235277618091
